x,sin(x),Taylor_1,Error_1,Taylor_3,Error_3,Taylor_5,Error_5,Taylor_7,Error_7,Taylor_9,Error_9
-8.759379689844923,-0.6173724898564088,-8.759379689844923,8.142007199988514,103.25371743919415,103.87108992905056,-326.46622984151355,325.84885735165716,458.5577574627685,459.1751299526249,-378.0023192026683,377.3849467128119
-8.749374687343671,-0.6252121042724691,-8.749374687343671,8.124162583071202,102.88033510651847,103.50554721079094,-324.39107184399785,323.7658597397254,454.3777767963805,455.00298890065295,-373.6217819985546,372.9965698942821
-8.739369684842421,-0.6329891354320198,-8.739369684842421,8.106380549410401,102.50782858690575,103.14081772233777,-322.32621218305377,321.69322304762176,450.2302677865359,450.8632569219679,-369.2867283148676,368.6537391794356
-8.72936468234117,-0.6407028048601534,-8.72936468234117,8.088661877481018,102.1361968788543,102.77689968371446,-320.2716135707417,319.63091076588154,446.11502374031545,446.7557265451756,-364.9967429839189,364.35604017905877
-8.71935967983992,-0.6483523404244221,-8.71935967983992,8.071007339415498,101.76543898086274,102.41379132128716,-318.22723880669173,317.5788864662673,442.031838991934,442.68019133235845,-360.75141406775595,360.1030617273315
-8.70935467733867,-0.6559369764121292,-8.70935467733867,8.053417700926541,101.39555389142951,102.05149086784165,-316.19305077800186,315.5371138015897,437.98050889901435,438.6364458754265,-356.550332837571,355.89439586115884
-8.69934967483742,-0.6634559536069764,-8.69934967483742,8.035893721230444,101.02654060905314,101.68999656266011,-314.1690124591386,313.5055565055317,433.9608298388735,434.62428579248046,-352.3930937532195,351.72963779961253
-8.689344672336167,-0.6709085193650616,-8.689344672336167,8.018436152971105,100.65839813223204,101.3293066515971,-312.15508691183595,311.4841783924709,429.97259920481474,430.6435077241798,-348.2792944428345,347.6083859234694
-8.679339669834917,-0.6782939276902135,-8.679339669834917,8.001045742144704,100.29112545946481,100.96941938715503,-310.1512372849967,309.47294335730646,426.0156154024338,426.69390933012403,-344.20853568255086,343.53024175486064
-8.669334667333667,-0.6856114393086726,-8.669334667333667,7.983723228024994,99.92472158924991,100.61033302855859,-308.15742681459005,307.4718153752814,422.0896778459253,422.77528928523395,-340.1804213763187,339.49480993701
